headline,Positive,Neutral,Negative,Compound
"Zimbabwe Elections, Mostly Peaceful, Bring Voters Out in Droves",0.286,0.714,0.0,0.4939
"Men Outtalk Women 2 to 1 on the Big Screen, Study Finds",0.0,1.0,0.0,0.0
How Do I Stop Wanting to Cheat?,0.0,0.49,0.51,-0.6369
Facebook Identifies an Active Political Influence Campaign Using Fake Accounts,0.196,0.58,0.225,-0.1027
"As China’s Woes Mount, Xi Jinping Faces Rare Rebuke at Home",0.0,0.775,0.225,-0.4404
Largest King Penguin Colony in the World Drops by 90%,0.0,1.0,0.0,0.0
Paul Manafort’s Defense Team Opens Trial by Blaming Associates,0.128,0.598,0.274,-0.4019
"Long Forgotten, a Landmark Film in AIDS History Is Rescued",0.315,0.538,0.146,0.296
The Freshest Ideas Are in Small Grocery Stores ,0.0,1.0,0.0,0.0
They Stole a Shark in a Baby Stroller and Briefly Got Away With It,0.0,1.0,0.0,0.0
How Influential Is Film Forum? Christopher Nolan and Others Explain,0.244,0.756,0.0,0.4404
They’re ‘Blood Brothers’ With Israel’s Jews. But Druse Call New Law a Betrayal.,0.0,0.698,0.302,-0.7351
Catholic Church Faces Reckoning in Chile as Sex Abuse Scandal Widens,0.0,0.559,0.441,-0.7964
Stephen F. Austin Defended Slavery. Should the Texas Capital Be Renamed?,0.0,0.676,0.324,-0.7003
Ample Hills Opens Its Red Hook Factory,0.0,1.0,0.0,0.0
"From TripAdvisor, a Program to Help Refugees Get to Know the U.S.",0.197,0.803,0.0,0.4019
N.B.A. Makes MGM Resorts International Its First Gambling Partner,0.0,1.0,0.0,0.0
Meet the YouTube Stars Turning Viewers Into Readers,0.0,1.0,0.0,0.0
Europe Says Greece Is a Comeback Story. The I.M.F. Isn’t Convinced.,0.213,0.787,0.0,0.4019
"The Next Wave of Dance Films, Made on Your Phone, Is Here",0.0,1.0,0.0,0.0
Ordinary Iranians on Trump Talks Offer: ‘Why Not Try the Americans?’,0.0,1.0,0.0,0.0
San Francisco Officials to Tech Workers: Buy Your Lunch,0.0,1.0,0.0,0.0
"If You Thought the Wedding Was Fun, You’ll Love the Movie",0.455,0.545,0.0,0.8176
Ex-Penn State Fraternity Member Sentenced to House Arrest in Hazing Death,0.0,0.519,0.481,-0.7506
Drawing Center Names New Executive Director,0.0,1.0,0.0,0.0
MOCA Chooses MoMA PS1 Director to Lead Museum,0.0,1.0,0.0,0.0
John Kelly Tells Aides He Will Remain White House Chief of Staff Through 2020,0.0,1.0,0.0,0.0
"Alex Jones, Pursued Over Infowars Falsehoods, Faces a Legal Crossroads",0.143,0.857,0.0,0.128
"Streaming Orphan Films, Courtesy of Nicolas Winding Refn",0.263,0.737,0.0,0.3612
Tracking MoviePass’s Bumpy History,0.0,1.0,0.0,0.0
New York Times Names Cliff Levy as Its New Metro Editor,0.0,1.0,0.0,0.0
How College Sports Killed Summer Vacation,0.0,0.526,0.474,-0.6705
New York Office to Address Discrimination by Taxis and For-Hire Vehicles,0.0,1.0,0.0,0.0
Alvin Ailey American Dance Theater Set to Celebrate Its 60th Anniversary,0.27,0.73,0.0,0.5719
Apple Could Soon Be Worth $1 Trillion as Profits Pour In,0.348,0.652,0.0,0.5859
"At This Avant-Garde Fashion Designer’s Dinner Party, Footwear Is Optional ",0.231,0.769,0.0,0.4019
How Healthy Is Your Office?,0.403,0.597,0.0,0.4019
The Best Movies and TV Shows New to Netflix Australia in August,0.276,0.724,0.0,0.6369
"Aeromexico Plane Crashes in Mexico, but Officials Say Everyone Survived",0.331,0.669,0.0,0.6652
Temporary Treasure,0.688,0.312,0.0,0.296
Video Purports to Show Tajikistan Attackers Pledging Allegiance to ISIS,0.0,0.709,0.291,-0.5719
"Migrant Detention Centers Are ‘Like a Summer Camp,’ Official Says at Hearing",0.0,0.815,0.185,-0.3612
"The Carr Fire, the 7th Most Destructive in California History, Rages On",0.0,0.479,0.521,-0.8687
Studying the Mechanics of Comedy With 525 Ventriloquists,0.263,0.737,0.0,0.3612
"Trump Promotes Diplomatic Gains, but North Korea Continues Building Missiles",0.298,0.702,0.0,0.34
"After Top Executive Leaves, Billboard Confronts Its Internal Culture",0.168,0.654,0.178,-0.0258
Charles Koch Takes On Trump. Trump Takes On Charles Koch.,0.0,1.0,0.0,0.0
"Live Jazz: 3 July Standouts, From Thumbscrew to Nabaté Isles",0.0,1.0,0.0,0.0
Online Lenders and Payment Companies Get a Way to Act More Like Banks,0.189,0.811,0.0,0.4201
Quotation of the Day: North Korea Keeps Building Missiles Despite U.S. Overtures,0.0,1.0,0.0,0.0
3 Russian Journalists Killed in Central African Republic,0.0,0.609,0.391,-0.6705
Queens Killings Stemmed From Custody Dispute in the Netherlands,0.0,0.493,0.507,-0.802
"With No Attractive Offers, the Mets Stand Pat",0.0,0.744,0.256,-0.3412
Pakistan’s Likely New Leader Could Complicate Afghan Peace Talks,0.304,0.696,0.0,0.5423
Knausgaard and Franzen Among Speakers at 92nd Street Y,0.0,1.0,0.0,0.0
A Flurry of Activity as All of Baseball Chases the Red Sox,0.0,1.0,0.0,0.0
N.R.A. Joins Questioning of Florida Sheriff in ‘Stand Your Ground’ Case,0.0,0.877,0.123,-0.1027
Justice Dept. Investigating Claims That Drug Companies Funded Terrorism in Iraq,0.2,0.529,0.271,-0.296
"Tuskegee Airman’s Remains Are Identified, Ending Daughter’s Quest for Answers",0.0,1.0,0.0,0.0
Yankees Quiet at Deadline but May Lose J.A. Happ Temporarily,0.0,0.717,0.283,-0.5499
Chicago Chain Kept Hawaiian Restaurants From Using ‘Aloha Poke’ Name,0.0,1.0,0.0,0.0
Massachusetts Town Loses Its Entire Police Force as All 4 Members Quit,0.0,0.827,0.173,-0.3182
Unable to See,0.0,1.0,0.0,0.0
"At Florida Rally, Trump Boasts About the Economy and Takes Aim at Usual Targets",0.0,1.0,0.0,0.0
Mets Endure Most Lopsided Defeat in Franchise History,0.0,0.681,0.319,-0.507
Mueller Passes 3 Cases Focused on Illicit Foreign Lobbying to Prosecutors in New York,0.164,0.755,0.082,0.3182
"News of Laos Dam Failure Didn’t Reach Them, but the Water Did",0.08,0.758,0.163,-0.2732
A Push for 3-D Weapons by One of the World’s ‘Most Dangerous People’,0.0,0.647,0.353,-0.7184
China’s Plan to Win Friends and Influence Includes Ski Slopes and Spas,0.408,0.592,0.0,0.7845
Celebrating Girlhood and Feminine Identity,0.481,0.519,0.0,0.5719
How Robert Indiana’s Caretaker Came to Control His Artistic Legacy,0.0,1.0,0.0,0.0
"Colbert Jabs Trump for Saying, ‘Collusion Is Not a Crime’",0.0,1.0,0.0,0.0
Take a Vacation From Exercise? Your Body May Not Thank You,0.0,0.826,0.174,-0.2755
Four Wineries Bringing New Energy and New Design to Napa Valley,0.174,0.826,0.0,0.2732
"After Years of Quiet, Democratic Candidates Can’t Stop Talking About Health Care",0.208,0.649,0.143,0.25
White House Weighs Another Reduction in Refugees Admitted to U.S.,0.135,0.865,0.0,0.1027
Stumbles? What Stumbles? Big Tech Is as Strong as Ever,0.289,0.711,0.0,0.5661
"Fed Holds Interest Rates Steady but, Defying Trump, Signals Increases to Come",0.154,0.846,0.0,0.25
Why a Picture Book Now for Young Kids? Let’s Just Say He Could Feel It in His Bones,0.0,1.0,0.0,0.0
"Andrew Wheeler, New E.P.A. Chief, Details His Energy Lobbying Past",0.184,0.702,0.114,0.2023
"5 Shows to See in New York: ‘Pretty Woman,’ ‘Be More Chill’ and More",0.0,1.0,0.0,0.0
Hotels Grapple With Racial Bias,0.0,0.741,0.259,-0.1027
Victories in the Bronx and Delusion in Queens,0.0,1.0,0.0,0.0
"Green Party, Eyeing the 2020 Presidential Race, Prepares for the Midterms",0.213,0.787,0.0,0.4019
"Irvington, N.Y.: A Walkable Village With Striking Manhattan Views ",0.0,1.0,0.0,0.0
"Taiwan, ‘Still Fighting’ for Democracy, Gets Nod to Host Human Rights Event",0.0,1.0,0.0,0.0
The Fight Over 3-D-Printed Guns,0.0,0.606,0.394,-0.3818
"Tommy Robinson, Anti-Muslim Activist, Is Freed on Bail in U.K.",0.231,0.769,0.0,0.4019
DealBook Briefing: Facebook Is Acting Fast on Election Meddling This Year,0.0,1.0,0.0,0.0
Australian Senator Sarah Hanson-Young Sues Fellow Lawmaker After Sexist Remark,0.0,1.0,0.0,0.0
‘Short Term’ Health Insurance? Up to 3 Years Under New Trump Policy,0.0,1.0,0.0,0.0
"Australian Chain Reintroduces Free Plastic Bags, Bucking Global Trend",0.292,0.708,0.0,0.5106
Data Breaches Keep Happening. So Why Don’t You Do Something?,0.0,1.0,0.0,0.0
"A Rock Band Flirts With German Taboos, and Finds a Huge Following",0.286,0.714,0.0,0.4588
"$1.9 Million Homes in California, Alaska and Louisiana",0.0,1.0,0.0,0.0
A Pregnant Dolphin. A Fatal Gunshot. A Disturbing Trend.,0.0,0.507,0.493,-0.7783
House Hunting in … Malta,0.0,1.0,0.0,0.0
Taliban Surge Routs ISIS in Northern Afghanistan,0.0,1.0,0.0,0.0
Kate McKinnon and Mila Kunis: Just a Couple of ‘Bachelor’ Fans on the Run,0.0,1.0,0.0,0.0
On This Land: Dance Presenters Honor Manhattan’s First Inhabitants,0.286,0.714,0.0,0.4939
Now You Can Just Pay Celebrities to Say Stuff,0.0,0.851,0.149,-0.1027
Fields Medals Awarded to 4 Mathematicians,0.351,0.649,0.0,0.4019
My Article Was Censored. I Found Out Why.,0.0,0.814,0.186,-0.1531
Trump Tells Sessions to ‘Stop This Rigged Witch Hunt Right Now’,0.0,0.626,0.374,-0.657
What to Cook Right Now,0.0,1.0,0.0,0.0
What to Know Before You Buy Short-Term Health Insurance,0.0,1.0,0.0,0.0
Funeral Ads Tried to Get U.K. Talking. They May Have Worked Too Well.,0.135,0.705,0.16,-0.1027
That’s Not Algae Swirling on the Beach. Those Are Green Worms.,0.0,1.0,0.0,0.0
"Moving From Buyer to Seller, Major League Soccer Tests a New Revenue Stream",0.0,1.0,0.0,0.0
Campaigns Enter Texting Era With a Plea: Will U Vote 4 Me?,0.0,1.0,0.0,0.0
"At Least the Mets Didn’t Lose, 30-3. The Orioles Once Did.",0.0,0.787,0.213,-0.4019
Worshiping the False Idols of Wellness,0.551,0.449,0.0,0.5994
Behind the Cover: Losing Earth,0.0,0.606,0.394,-0.3818
Alaska Airlines Apologizes to Gay Couple Asked to Move for Straight Couple,0.306,0.694,0.0,0.5267
Belgium Has a New Fee for Journalists. The Media Is Not Amused.,0.0,0.825,0.175,-0.3252
"Chinese Goods May Face 25% Tariffs, Not 10%, as Trump’s Anger Grows",0.0,0.748,0.252,-0.5719
Who Wore It Better: Art or Commerce? ,0.326,0.674,0.0,0.4404
Apple’s Stock Buybacks Continue to Break Records,0.0,1.0,0.0,0.0
Want Toilet Paper and Plastic Chairs? Check Out U.S. Embassy in London,0.106,0.894,0.0,0.0772
"In Crown Jewels Heist in Sweden, 2 Thieves Escape by Speedboat",0.294,0.5,0.206,0.1027
The Woman Who Plans to Swim Around the World,0.0,1.0,0.0,0.0
Racism at American Pools Isn’t New: A Look at a Long History,0.0,0.728,0.272,-0.6249
English Freemasons Open the Door to Transgender Members,0.0,1.0,0.0,0.0
The House of Artisanal Pain,0.0,0.548,0.452,-0.5106
Trade Secrets From the Wagner Festival Whisperer,0.348,0.652,0.0,0.4939
Gaza and Google Translate: Covering the Conflict When You Don’t Speak the Language,0.0,0.839,0.161,-0.3182
"Trump Tariffs Are Lifting Profits, Steel Giant ArcelorMittal Says",0.266,0.734,0.0,0.4404
Subway Ridership Dropped Again in New York as Passengers Flee to Uber,0.0,1.0,0.0,0.0
"College Students Want Children, but Don’t Know When Fertility Declines",0.113,0.887,0.0,0.0387
"Google, Seeking a Return to China, Is Said to Be Building a Censored Search Engine",0.0,0.897,0.103,-0.1531
A Poem in The Nation Spurs a Backlash and an Apology,0.107,0.893,0.0,0.0516
"From 2018: Explaining QAnon, the Internet Conspiracy Theory That Showed Up at a Trump Rally",0.0,0.805,0.195,-0.5267
"Obama Endorses Dozens of Democrats, Rewarding Diversity and Loyalty",0.608,0.392,0.0,0.8519
Autoplay Videos Are Not Going Away. Here’s How to Fight Them.,0.0,0.794,0.206,-0.3818
Zimbabwe Protests Turn Violent as Some Call Election a Sham,0.0,0.58,0.42,-0.7003
Prosecution Cites Lavish Spending by Paul Manafort in His Fraud Trial,0.0,0.562,0.438,-0.7906
Anika Noni Rose Was Waiting for This Moment,0.0,1.0,0.0,0.0
Documents Shed Light on the Life and Death of Thurman Munson,0.0,0.719,0.281,-0.5994
"Some Bach, and All of Robert Garland",0.0,1.0,0.0,0.0
What’s Different About California’s Fires This Year?,0.0,1.0,0.0,0.0
"Deadly Ebola Strikes Anew, a Week After Previous Outbreak Was Extinguished",0.0,0.8,0.2,-0.3612
What You Need for a Mental Vacation,0.0,1.0,0.0,0.0
"Facing Losses, Condé Nast Plans to Put 3 Magazines Up for Sale",0.0,0.803,0.197,-0.4019
U.S. Imposes Sanctions on Turkish Officials Over Detained American Pastor,0.0,0.661,0.339,-0.4767
Netflix Won’t Offer Louis Farrakhan Documentary,0.0,1.0,0.0,0.0
Who Will Win in 2020: Trump or Warren? ,0.352,0.648,0.0,0.5859
Facebook’s Security Chief to Depart for Stanford University,0.255,0.745,0.0,0.34
The ‘Metsiest’ Mets Loss Ever,0.0,0.635,0.365,-0.3182
Diane Guerrero Reads ‘GPS for My Lost Identity’,0.0,0.753,0.247,-0.3182
"Weary California Firefighters Mourn a Fallen Colleague, ‘Our Brother’",0.0,0.448,0.552,-0.7506
7 Musicians Reflect on Nico’s Enduring Influence,0.0,1.0,0.0,0.0
Denmark’s Ban on Muslim Face Veil Is Met With Protest,0.0,0.588,0.412,-0.6808
Pennsylvania Diocese Orders Removal of Former Bishops’ Names From Church Buildings,0.0,1.0,0.0,0.0
"‘God, Come to Our Aid’: Survivors Describe Mexico Plane Crash",0.0,0.769,0.231,-0.4019
"Tesla Reports Another Big Loss, but Sees Only Profit Ahead",0.285,0.593,0.122,0.4939
"Third-Party Line Will Feature Governor Cuomo, and a Slew of Republicans",0.0,1.0,0.0,0.0
"The Best TV Shows and Movies New to Netflix, Amazon and More in August",0.33,0.67,0.0,0.7096
Discussion Questions for ‘What it Means When a Man Falls From the Sky’,0.0,1.0,0.0,0.0
"On Broadway, Near La Salle",0.0,1.0,0.0,0.0
"With Lawsuits, New Jersey Signals Tougher Stance on the Environment",0.15,0.708,0.142,0.0258
"Parisian Woman Confronted Her Harasser, and Then He Hit Her, She Says",0.0,0.658,0.342,-0.6369
Illinois Lawmaker Resigns After Ex-Girlfriend Says He Used Her Nude Photos to ‘Catfish’ Men,0.0,0.85,0.15,-0.3182
How Apple’s March Toward $1 Trillion Could Cause It to Stumble,0.0,1.0,0.0,0.0
Last Woman Standing,0.0,1.0,0.0,0.0
U.S. Prepares to Reduce Troops and Shed Missions in Africa,0.0,1.0,0.0,0.0
Urban Meyer Placed on Paid Leave at Ohio State Following New Allegations,0.0,0.902,0.098,-0.0516
N.Y.U. Prevails in Case That Said It Let Retirement Plans Reap Excess Fees,0.0,1.0,0.0,0.0
"New York’s Economic Spending Shortchanges Nonwhite Communities, Report Says",0.0,1.0,0.0,0.0
"Faced With Crippling Sanctions, ZTE Loaded Up on Lobbyists",0.0,1.0,0.0,0.0
Trump Finally Picks a Science Adviser. And Scientists? They Seem Relieved.,0.206,0.794,0.0,0.3818
"An Odd Day at Court: A Mayor on Jury Duty, a Councilman on Trial",0.0,0.85,0.15,-0.3182
Afraid? Weak? Egotistical? Attack!,0.0,0.103,0.897,-0.8286
"Trump Says You Need an ID to Buy Groceries. Shoppers Say, ‘Huh?’",0.0,1.0,0.0,0.0
"Crowds, Stoked by Trump’s Rhetoric, Increase Their Ire Toward the Press",0.187,0.813,0.0,0.3182
The Yankees Keep Chasing and the Red Sox Keep Winning. Now They Meet.,0.221,0.779,0.0,0.5267
"Against Lowly Orioles, Sonny Gray Drags the Yankees Even Lower",0.0,0.543,0.457,-0.5994
Whose Bones Has North Korea Returned? It May Take Years to Know.,0.0,1.0,0.0,0.0
Congress Strengthens Reviews of Chinese and Other Foreign Investments,0.273,0.727,0.0,0.4588
American Folk Art Museum Announces New Director,0.0,1.0,0.0,0.0
Mueller’s Digging Exposes Culture of Foreign Lobbying and Its Big Paydays,0.0,0.763,0.237,-0.2023
Trump Pushes for Interview With Mueller Against Lawyers’ Advice,0.0,1.0,0.0,0.0
Actions That Can Be Performed,0.0,1.0,0.0,0.0
"In Kashmir, Blood and Grief in an Intimate War: ‘These Bodies Are Our Assets’",0.0,0.628,0.372,-0.7964
"In Alex Jones Lawsuit, Lawyers Spar Over an Online Broadcast on Sandy Hook",0.0,0.863,0.137,-0.2263
"Jeff Bezos, Style Icon",0.0,1.0,0.0,0.0
Stocks Fall as Trade Tensions Cause Jitters,0.0,0.69,0.31,-0.4019
"Starbucks Teams Up With Alibaba on Coffee Delivery, as It Tries to Keep Its Throne in China",0.0,1.0,0.0,0.0
Jacinda Ardern Embraces Dual Role: New Zealand Prime Minister and Mom,0.0,1.0,0.0,0.0
‘The Boys in the Band’ and a Generational Divide,0.0,1.0,0.0,0.0
Chinese Spiritual Leader Is Accused of Harassing Female Followers,0.0,0.551,0.449,-0.6908
How Fake Influence Campaigns on Facebook Lured Real People,0.0,0.721,0.279,-0.4767
A Chicago TV Host Knows Restaurants. She Has Some Ideas for You.,0.0,1.0,0.0,0.0
Colleges and Universities Woo Once-Overlooked Transfer Students,0.341,0.659,0.0,0.4767
"5 Simple Tips to Help Vegetarian or Vegan Travelers Eat Well, Anywhere",0.324,0.676,0.0,0.5859
"From Tokyo to Paris, Parents Tell Americans to Chill",0.0,1.0,0.0,0.0
Sophie Hannah: By the Book,0.0,1.0,0.0,0.0
"As Google Maps Renames Neighborhoods, Residents Fume",0.0,0.732,0.268,-0.296
36 Hours in Chiang Mai,0.0,1.0,0.0,0.0
Choosing the Best Online Program for You,0.412,0.588,0.0,0.6369
The Information on School Websites Is Not as Safe as You Think,0.0,0.821,0.179,-0.3412
When School Gets Real: Teachers Connect Classroom Lessons to Current Events,0.0,1.0,0.0,0.0
Considering College? Maybe You Should Invest in a Coach,0.0,1.0,0.0,0.0
"Some College Students Choose a School Where They Don’t Fit, on Purpose",0.185,0.815,0.0,0.3612
Battle Over Immigration Rattles Community Colleges,0.0,0.658,0.342,-0.3818
Teachers and Students Speak Out When School Gets Real,0.0,1.0,0.0,0.0
How to Write a Good College Application Essay,0.293,0.707,0.0,0.4404
The iGen Shift: Colleges Are Changing to Reach the Next Generation,0.099,0.901,0.0,0.0258
Coming to Terms With Being a Marine Who Never Went to War,0.222,0.778,0.0,0.4847
"Arrested, Jailed and Charged With a Felony. For Voting.",0.0,0.301,0.699,-0.891
"Three Friends, Two Homes, One Brooklyn House ",0.341,0.659,0.0,0.4767
Tennessee Primaries: What to Watch For,0.0,1.0,0.0,0.0
Bulletin Board,0.0,1.0,0.0,0.0
They Die in the Bullring. Then He Immortalizes Them.,0.0,0.672,0.328,-0.5994
Samantha Bee Pushes Back Against the 3-D Printing of Guns,0.0,1.0,0.0,0.0
Our Fat Pets,0.0,1.0,0.0,0.0
China’s Introverts Find a Kindred Spirit: A Stick Figure From Finland,0.145,0.855,0.0,0.1779
New Movies to See (or Skip) in Australian Cinemas in August,0.0,1.0,0.0,0.0
What Will Cause the Next Recession? A Look at the 3 Most Likely Possibilities,0.0,0.823,0.177,-0.4215
The Strange Case of QAnon,0.0,0.69,0.31,-0.2023
DealBook Briefing: Google in China Is No Done Deal,0.0,0.784,0.216,-0.296
Bank of England Raises Interest Rates Amid Brexit Worries,0.234,0.547,0.219,0.0516
Pope Francis Declares Death Penalty Unacceptable in All Cases,0.0,0.377,0.623,-0.872
"In Maldives, Suspects Are Cleared in Disappearance of Prominent Journalist",0.282,0.534,0.183,0.0772
A Chinese Activist Was Challenging Xi on Live TV. The Police Came to Stop Him.,0.095,0.774,0.131,-0.1531
Top Dutch Orchestra Fires Conductor After Sexual Misconduct Accusations,0.162,0.631,0.207,-0.128
Painting: An (Incomplete) Survey of the State of the Art ,0.0,1.0,0.0,0.0
Homes for Sale in New York and New Jersey,0.0,1.0,0.0,0.0
Homes for Sale in Brooklyn and Manhattan,0.0,1.0,0.0,0.0
Fields Medal Is Stolen Minutes After It’s Given in Brazil,0.217,0.559,0.224,-0.0258
Trump Administration Unveils Its Plan to Relax Car Pollution Rules,0.244,0.756,0.0,0.4404
The Noisiest Places in New York,0.0,1.0,0.0,0.0
Trump Officials Link Fuel Economy Rules to Deadly Crashes. Experts Are Skeptical.,0.0,0.827,0.173,-0.3182
"Grenfell Tower Is No Longer a Crime Scene, Police Say",0.0,0.584,0.416,-0.6908
Thousands of Confiscated Coffins and an Exhumed Corpse Stoke Fury in China,0.0,0.575,0.425,-0.8126
How Spike Lee Created Three Signature Visual Shots ,0.222,0.778,0.0,0.25
Spike Lee Takes on the Klan,0.0,1.0,0.0,0.0
"‘It Can Happen Even to Guys’: Ohio State Wrestlers Detail Abuse, Saying #UsToo",0.0,0.741,0.259,-0.6369
How the Defense Department Identifies the Remains of Our War Dead,0.085,0.452,0.463,-0.8271
"The Week in Good News: A 92-Year-Old Baseball Fan, Iceland Airwaves, Endangered Quolls",0.321,0.679,0.0,0.6369
Barry Jenkins Tweets a Teaser for ‘If Beale Street Could Talk’,0.0,0.833,0.167,-0.25
Works & Process: A Peek Behind the Curtain of Creativity,0.224,0.776,0.0,0.3818
It Wasn’t a Crime to Carry Marijuana. Until the Police Found a Loophole.,0.0,0.774,0.226,-0.5423
Things to do This Weekend: Free Arts in Parks!,0.31,0.69,0.0,0.5562
What Does ‘Off the Record’ Really Mean? ,0.0,1.0,0.0,0.0
He’s a G.O.P. Immigration Hard-Liner. So Why Is He Trailing in Trump Country?,0.0,1.0,0.0,0.0
Was It Safe to Go to a Militant’s Funeral?,0.234,0.565,0.202,0.1027
"Apple Is Worth $1,000,000,000,000. Two Decades Ago, It Was Almost Bankrupt.",0.134,0.633,0.233,-0.3415
A Hemingway War Story Sees Print for the First Time,0.0,0.698,0.302,-0.5994
